"business.train...1.","Alcohol","Amb.romantic","Amb.intimate","Amb.classy","Amb.hipster","Amb.divey","Amb.touristy","Amb.trendy","Amb.upscale","Amb.casual","BYOB","BYOBCorkage","BikeParking","BusinessAcceptsBitcoin","BusinessAcceptsCreditCards","BusiParking.garage","BusiParking.street","BusiParking.validated","BusiParking.lot","BusiParking.valet","ByAppointmentOnly","Caters","Corkage","DogsAllowed","GoodForKids","GoodForMeal.dessert","GoodForMeal.latenight","GoodForMeal.lunch","GoodForMeal.dinner","GoodForMeal.breakfast","GoodForMeal.brunch","HasTV","NoiseLevel","Open24Hours","OutdoorSeating","RestaurantsAttire","RestaurantsCounterService","RestaurantsDelivery","RestaurantsGoodForGroups","RestaurantsPriceRange2","RestaurantsReservations","RestaurantsTableService","RestaurantsTakeOut","WheelchairAccessible","WiFi","DietaryRestrictions.dairyfree","DietaryRestrictions.glutenfree","DietaryRestrictions.vegan","DietaryRestrictions.kosher","DietaryRestrictions.halal","DietaryRestrictions.soyfree","DietaryRestrictions.vegetarian"
27657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,NA,"True","free",NA,NA,NA,NA,NA,NA,NA
27693,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"False","casual",NA,"True","True","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
27755,"full_bar","False","False","False","False","False","False","False","False","False","False","yes_free",NA,NA,"True","True","False","False","False","False",NA,"False","False",NA,"True","False","False","True","False","False","False","True","loud",NA,"False","casual",NA,"False","False","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
27756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"2",NA,NA,"True","True","free",NA,NA,NA,NA,NA,NA,NA
27811,"none","False","False","False","False","False","False","False","False","False",NA,NA,"False",NA,"True","False","False","False","True","False",NA,"True",NA,"False","True","False","False","True","True","False","False","False","average",NA,"False","casual",NA,"True","False","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
27872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"2",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
27913,NA,"False","False","False","False","False","False","False","False","False",NA,NA,"False",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False","False",NA,NA,"False","casual",NA,"False","True","1","False",NA,"True",NA,"no",NA,NA,NA,NA,NA,NA,NA
27932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"2",NA,NA,"True","True","free",NA,NA,NA,NA,NA,NA,NA
28040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,"1",NA,NA,"True","True","free",NA,NA,NA,NA,NA,NA,NA
28081,"beer_and_wine","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False","False","True","loud",NA,"True","casual",NA,"False","True","1","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28164,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True","False","True","False","False","False",NA,"True",NA,NA,"True","False","False","False","False","False","False","False","average",NA,"True","casual",NA,"True","True","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
28218,"full_bar","False","False","False","False","False","False","True","False","False",NA,NA,"True",NA,"True","False","True","False","False","False",NA,"True",NA,"False","True","False","False","True","True","False","False","True","average",NA,"False","casual",NA,"True","True","2","True","True","True","True","free",NA,NA,NA,NA,NA,NA,NA
28285,"none","False","False","False","False","False","False","False","False","True",NA,NA,NA,NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","True","True","True","False","False","True","average",NA,"False","casual",NA,"True","True","2","False","False","True",NA,"free",NA,NA,NA,NA,NA,NA,NA
28348,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"False",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"False","casual",NA,"False","True","2","True","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
28408,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,"True","True","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,"False",NA,"2",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
28433,NA,"False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False",NA,NA,NA,NA,"False","False","False","False","False","False","False","True","average",NA,"False","casual",NA,"False","False","1","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA
28567,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","True","False","False","False","False","average",NA,"False","casual",NA,"False","True","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
28597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,NA,"True","free",NA,NA,NA,NA,NA,NA,NA
28618,"none","False","False","False","False","False","False","False","False","True","False","yes_free","True",NA,"True","False","False","False","True","False",NA,"False","False",NA,"True","False","False","True","False","False","False","True","quiet",NA,"False","casual",NA,"True","False","2","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
28655,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","True","False",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,"True",NA,NA,"False","False","True","True","free",NA,NA,NA,NA,NA,NA,NA
28687,NA,"False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False","True",NA,NA,NA,"casual",NA,"True","True","2","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
28698,NA,"False","False","False","False","False","False","False","False","False",NA,NA,"False",NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False","False","False","average",NA,"True","casual",NA,"False","True","1","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA
28872,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","True","False","True","False","False","False","False","quiet",NA,"True","casual",NA,"False","True","1","False","False","True","True","free",NA,NA,NA,NA,NA,NA,NA
28910,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","False","False",NA,"False",NA,NA,"False","False","True","False","False","False","False","True","average",NA,"False","casual",NA,"True","False","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
29067,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","True","True","False","False","False",NA,"False",NA,NA,"True","False","True","True","True","False","False","False","average",NA,"False","casual","True","False","True","1","False","False","True","True","free",NA,NA,NA,NA,NA,NA,NA
29127,"full_bar","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","True","True","False","False","False","average",NA,"True","casual",NA,"False","True","2","False","True","True","True","free",NA,NA,NA,NA,NA,NA,NA
29167,"beer_and_wine","False","False","False","False","False","False","False","False","True","False","yes_free","True",NA,"True","False","False","False","True","False",NA,"True","False",NA,"True","False","False","True","False","False","False","False","average",NA,"True","casual","True","False","True","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
29195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False","False",NA,NA,NA,NA,"False","False","False","False","False","False",NA,NA,NA,"True",NA,NA,"False",NA,"1",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
29338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
29351,"none","False","False","False","False","True","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"False","casual",NA,"False","False","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
29420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"2",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
29474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,"True",NA,"no",NA,NA,NA,NA,NA,NA,NA
29541,NA,"False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False",NA,NA,NA,NA,"casual",NA,NA,"True","1","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
29616,"beer_and_wine","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,"True","False","False","True","False","False","False","True","very_loud",NA,"False","casual",NA,"False","True","1","False","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA
29618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,NA,"True","free",NA,NA,NA,NA,NA,NA,NA
29628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA
29711,"none","False","False","False","False","False","False","False","False","True",NA,NA,NA,NA,"True","False","False","False","True","False",NA,NA,NA,NA,"True","False","False","True","False","False","False","True","quiet",NA,"False","casual",NA,"True","True","1","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
29779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"2",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA
29835,"none","False","False","False","False","True","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","False","False",NA,"False",NA,NA,"True","False","False","False","False","True","False","True","average",NA,"False","casual",NA,"False","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
29845,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","True","True","True","True","True","False","quiet",NA,"False","casual",NA,"False","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
29846,"none","False","False","False","False","True","False","False","False","True",NA,NA,NA,NA,"True","False","False","False","False","False",NA,"False",NA,NA,"True","False","True","True","True","True","False","True","average",NA,"True","casual",NA,"False","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
29867,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"False","casual",NA,"False","True","1","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
29899,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,NA,"False",NA,NA,"True","False","False","False","False","False","False","False",NA,NA,"False","casual",NA,"True","True","2","False",NA,"True","False",NA,NA,NA,NA,NA,NA,NA,NA
29908,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","True","True","True","False","True","average",NA,"False","casual",NA,"False","True","1","False","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
29909,"none","False","False","False","False","False","False","False","False","True",NA,NA,"False",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"False","casual",NA,"False","True","1","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
29914,"full_bar","False","False","False","False","False","False","False","False","True","False","yes_free","True",NA,"True","False","False","False","True","False",NA,"True","False","False","True","False","False","True","True","False","False","True","average",NA,"False","casual",NA,"False","True","2","True","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
30005,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False","False",NA,NA,NA,"False","casual",NA,"False","True","1","False","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA
30064,"none","False","False","False","False","False","False","False","False","False",NA,NA,"False",NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False","False","True","quiet",NA,"False","casual",NA,"False","True","2","False","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
30170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","True","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,"True","True","free",NA,NA,NA,NA,NA,NA,NA
30489,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","False","False","False","False","False","average",NA,"False","casual",NA,"False","False","2","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
30497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
30518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,"True","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,"2",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
30592,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","True","False","False","False",NA,NA,NA,NA,"True","False","True","True","True","False","False",NA,NA,NA,"False","casual",NA,"True","True","1","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA
30615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"2",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
30681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,"1",NA,NA,NA,NA,"free",NA,NA,NA,NA,NA,NA,NA
30687,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","True","True","False","False","True","quiet",NA,"False","casual",NA,"True","True","1","True","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
30736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"False",NA,NA,"True","False","False","False","False","False","False",NA,NA,NA,NA,"casual",NA,"True","False","2","False",NA,"True",NA,"no",NA,NA,NA,NA,NA,NA,NA
30856,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"False",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","True","False","False","False","False","average",NA,"False","casual",NA,"False","True","2","True","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
30962,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,"True","False","False","True","False","False","False","False","average",NA,"True","casual",NA,"True","True","2","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
31033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,"1",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA
31050,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False","False",NA,NA,NA,"False","casual",NA,"False","True","1","False","False","True","True",NA,NA,NA,NA,NA,NA,NA,NA
31099,"none","False","False","False","False","False","False","False","False","False",NA,NA,"False",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","False","False","False","False","False","quiet",NA,"False","casual",NA,"False","False","1","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
31117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","True","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,"False",NA,"2",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
31193,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","False","False",NA,"True",NA,NA,"True","False","False","False","False","False","False","False","average",NA,"True","casual",NA,"False","True","1","False","False","True","True","free",NA,NA,NA,NA,NA,NA,NA
31195,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","True","False","False","False",NA,"True",NA,NA,"True","False","False","True","False","False","False","False","average",NA,"False","casual",NA,"False","True","2","True","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
31390,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","False","False",NA,"False",NA,NA,"False","False","False","True","True","False","False","False","quiet",NA,"False","casual",NA,"False","False","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
31419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","True","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"2",NA,NA,NA,NA,"free",NA,NA,NA,NA,NA,NA,NA
31438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"2",NA,NA,"True","True","free",NA,NA,NA,NA,NA,NA,NA
31561,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True","False","True","False","False","False","True","False",NA,"True",NA,"False","True","False","False","True","True","False","False","True","average",NA,"True","casual",NA,"False","True","2","False","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
31576,"full_bar","False","False","False","False","False","False","False","False","True",NA,"yes_free","True",NA,"True","False","False","False","True","False",NA,"True","False",NA,"True","False","False","True","True","False","False","False","average",NA,"False","casual",NA,"False","True","2","True","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
31581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","True","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"2",NA,NA,"True","True","free",NA,NA,NA,NA,NA,NA,NA
31591,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"False","quiet",NA,"False","casual",NA,"False","False","1","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA
31824,"none","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False","False","True","average",NA,"True","casual",NA,"False","False","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
31833,"beer_and_wine","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"False","casual",NA,"False","True","2","False","True","True","False","no",NA,NA,NA,NA,NA,NA,NA
31981,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"True","casual",NA,"False","True","2","True","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
32006,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","False","False","False","False","False","quiet",NA,"False","casual",NA,"True","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
32016,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,"False",NA,"1",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
32067,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","False","True","False","False","True","average",NA,"False","casual",NA,"False","True","2","True","True","True","True","free",NA,NA,NA,NA,NA,NA,NA
32094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"2",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
32216,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True","False","True","False","False","False","True","False",NA,"True",NA,"False","True","False","False","True","True","False","False","True","average",NA,"True","casual",NA,"False","True","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
32329,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True",NA,NA,NA,NA,NA,NA,"True",NA,NA,"True","False","False","False","False","False","False","False",NA,NA,"False","casual",NA,"False","True","1","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA
32364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"False","False","True","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,"True",NA,"no",NA,NA,NA,NA,NA,NA,NA
32411,"beer_and_wine","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True","False","False","False","False","False",NA,"True",NA,NA,"True","False","False","False","False","False","False","False","average",NA,"False","casual",NA,"False","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
32464,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,"True","False","True","False","False","False",NA,"False",NA,"False","True",NA,NA,NA,NA,NA,NA,"False","quiet",NA,"False","casual",NA,"False","True","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA
32608,"none","False","False","False","False","False","False","False","False","True",NA,NA,"False",NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","True","True","False","False","False","average",NA,"False","casual",NA,"False","True","1","False","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
32615,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,NA,NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"True","casual","True","False","True","1","False","False","True","True","free",NA,NA,NA,NA,NA,NA,NA
32731,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","True","False","False","False",NA,NA,NA,"False","False","False","False","False","False",NA,NA,NA,"True",NA,NA,"False",NA,"1",NA,NA,"True",NA,"no",NA,NA,NA,NA,NA,NA,NA
32735,"full_bar","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","True","False",NA,"False",NA,NA,"True","False","False","True","True","False","False","True","average",NA,"False","casual",NA,"False","True","1","False","True","True","True","free",NA,NA,NA,NA,NA,NA,NA
32760,"none","False","False","False","False","True","False","False","False","False",NA,NA,"False",NA,"True","False","False","False","False","False",NA,"False",NA,NA,"True","False","False","True","False","False","False","True","average",NA,"False","casual",NA,"False","False","1","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
32888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,"True",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,"1",NA,NA,NA,"True","no",NA,NA,NA,NA,NA,NA,NA
32905,"none","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"True","False","False","False","False","False",NA,"True",NA,NA,"True","False","False","False","False","False","False","False","average",NA,"False","casual",NA,"False","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA
32950,"beer_and_wine","False","False","False","False","False","False","False","False","True",NA,NA,"True",NA,"True","False","False","False","True","False",NA,"True",NA,NA,"True","False","False","True","True","False","False","False","quiet",NA,"False","casual",NA,"True","True","1","False","True","True","True","no",NA,NA,NA,NA,NA,NA,NA
33013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"True","False","False","False","False","False",NA,NA,NA,NA,NA,"False","False","False","False","False","False",NA,NA,NA,"True",NA,NA,"False",NA,"1",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA
33121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False",NA,NA,NA,NA,"casual",NA,"True","True","2","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
